,,0
AU10_UpperLipRaiser,pause_dur,0.024659003891210122
pause_rate,AU10_UpperLipRaiser,0.024659003890719573
AU14_Dimpler,keyPress,0.024531274990709947
AU9_NoseWringler,headOrient_y,0.02449467777937305
move_speed,AU23_LipTightener,0.024350786195781494
headOrient_x,AU9_NoseWringler,0.024333504074349383
AU12_LipCornerPuller,scroll_dur,0.023765161305201038
headOrient_x,AU2_OuterBrowRaiser,0.02370007505585934
AU2_OuterBrowRaiser,headOrient_y,0.023687814500245593
AU15_LipCornerDepressonr,headOrient_y,0.02368222601689882
AU5_UpperLipRaiser,headOrient_y,0.02362615124682023
AU5_UpperLipRaiser,headOrient_x,0.0236012012944683
AU12_LipCornerPuller,headOrient_x,0.023297343574191453
AU12_LipCornerPuller,headOrient_y,0.023253458928742213
AUc28_LipSuck,gazeUp,0.02292731184113115
AU15_LipCornerDepressonr,headOrient_x,0.022903259181810867
headOrient_y,AU10_UpperLipRaiser,0.02277181559659468
AU10_UpperLipRaiser,headOrient_x,0.02257256374377089
AU14_Dimpler,AU26_JawDrop,0.0224209980391927
AU1_InnerBrowRaiser,AUc45_BlinkRate,0.02227994423319294
AU5_UpperLipRaiser,pause_rate,0.02204945675583141
pause_dur,AU5_UpperLipRaiser,0.02204945675409745
AU14_Dimpler,AU23_LipTightener,0.02192280610434214
gazeUp,press_dur,0.021803306600850832
backsp_dur,AU12_LipCornerPuller,0.02176173521160945
AU25_LipsPart,AU12_LipCornerPuller,0.021703652828573766
AU9_NoseWringler,Rclick,0.021085322184820395
AU2_OuterBrowRaiser,move_dist,0.020407866333028234
AU7_LidTightener,headOrient_y,0.020312970356832213
AU7_LidTightener,headOrient_x,0.020311287949207595
AU12_LipCornerPuller,AUc28_LipSuck,0.019962934544315913
backsp_dur,scroll_dur,0.019536115585618182
move_speed,gazeUp,0.019092797436604754
AU9_NoseWringler,gazeUp,0.018691684420161236
headOrient_x,gazeLeft,0.01851213344001857
gazeLeft,AU45_BlinkInt,0.01850696876123644
gazeLeft,headOrient_y,0.018437203959314034
AU5_UpperLipRaiser,press_dur,0.01825082938890032
AU10_UpperLipRaiser,AU23_LipTightener,0.017885790473373506
gazeCenter,AU12_LipCornerPuller,0.017302512150167218
AU14_Dimpler,scroll_dur,0.017129181097038888
scroll_dur,AUc28_LipSuck,0.016419039316108854
scroll_dur,headOrient_y,0.015584811871258137
headOrient_x,scroll_dur,0.015534823875088736
headOrient_y,AU6_CheekRaiser,0.015076892745825122
AU6_CheekRaiser,headOrient_x,0.015043260351378731
AU14_Dimpler,Lclick,0.013997912596303525
scroll_dur,AU6_CheekRaiser,0.013557277631402397
AU14_Dimpler,gazeCenter,0.01342934439757747
AU25_LipsPart,AU7_LidTightener,0.013370682449001798
move_dist,AU23_LipTightener,0.013012047697014301
AUc28_LipSuck,Lclick,0.012874406620774824
AU5_UpperLipRaiser,Lclick,0.012802907922571426
AU2_OuterBrowRaiser,keyPress,0.012291200166287881
pause_rate,move_speed,0.01208812937836207
pause_dur,move_speed,0.012088129378258613
Rclick,headOrient_x,0.011500302340719045
Rclick,headOrient_y,0.011448523132195678
backsp_dur,headOrient_y,0.011119105089589318
backsp_dur,headOrient_x,0.010925199410668142
AUc28_LipSuck,headOrient_y,0.010770643736222678
headOrient_x,AUc28_LipSuck,0.010753938375745615
AU10_UpperLipRaiser,AU5_UpperLipRaiser,0.010626928566661557
gazeCenter,backsp_dur,0.0100297529407134
AU14_Dimpler,AU17_ChinRaiser,0.009911995258822687
move_dist,gazeUp,0.009689337472063199
gazeLeft,press_dur,0.008783503487410915
pause_dur,headOrient_y,0.008191179850286157
pause_rate,headOrient_y,0.008191179849891556
headOrient_x,pause_dur,0.008018629854747397
pause_rate,headOrient_x,0.008018629854335097
AU6_CheekRaiser,gazeLeft,0.007826826665334203
duration,headOrient_y,0.007586747971323353
headOrient_x,duration,0.0074687761738251954
AU7_LidTightener,duration,0.007424636242355598
move_duration,AU6_CheekRaiser,0.007034739757347543
AU4_BrowLowerer,duration,0.00643104016625421
AUc28_LipSuck,duration,0.005469964267705435
AU6_CheekRaiser,move_speed,0.005223871422029069
duration,move_duration,0.005007160702617271
AU2_OuterBrowRaiser,duration,0.004892315256470685
AU14_Dimpler,AU5_UpperLipRaiser,0.004468614977370245
headOrient_x,move_duration,0.004293942197266501
headOrient_y,move_duration,0.004268546516915895
AU14_Dimpler,AUc28_LipSuck,0.004259900631650799
duration,gazeUp,0.0038415559861258064
AU5_UpperLipRaiser,gazeLeft,0.0030160950775765215
gazeDown,AU14_Dimpler,0.002509715648366404
gazeUp,backsp_dur,0.0024033370239886884
Rclick,AU23_LipTightener,0.0016194340018484187
press_dur,AU2_OuterBrowRaiser,0.0013804737745722372
Lclick,gazeLeft,0.0007966887194977649
headOrient_z,gazeUp,0.0005565359171765297
AU4_BrowLowerer,pause_dur,0.00036857051972846174
AU4_BrowLowerer,pause_rate,0.0003685705178558957
gazeDown,backsp_dur,6.375139414433053e-05
Rclick,gazeRight,5.309880596602326e-05
AU7_LidTightener,AU9_NoseWringler,-5.712701777487311e-05
gazeUp,headOrient_y,-0.0003537699230941049
gazeUp,headOrient_x,-0.0005564698960178055
backsp_dur,AU1_InnerBrowRaiser,-0.0006059044687362312
AU1_InnerBrowRaiser,pause_rate,-0.0007046888239276699
pause_dur,AU1_InnerBrowRaiser,-0.0007046888286202675
duration,gazeCenter,-0.00084543621888034
AU14_Dimpler,AU25_LipsPart,-0.0013581065637811693
gazeDown,gazeRight,-0.0014091399072048614
Rclick,AU7_LidTightener,-0.002118597702986007
AU6_CheekRaiser,move_dist,-0.002209537602981359
gazeLeft,gazeUp,-0.0024138275274555843
gazeDown,AU6_CheekRaiser,-0.0024552303147326493
gazeRight,AU6_CheekRaiser,-0.002707586904696872
press_dur,move_speed,-0.0034604065549313557
pause_dur,AU12_LipCornerPuller,-0.003818921585389114
AU12_LipCornerPuller,pause_rate,-0.0038189215859210485
AU6_CheekRaiser,gazeUp,-0.004064682460416136
gazeUp,AU2_OuterBrowRaiser,-0.004269732061104152
headOrient_z,move_duration,-0.004290066648021003
scroll_dur,Rclick,-0.004790322790084363
gazeLeft,AU1_InnerBrowRaiser,-0.004978187465858823
AU23_LipTightener,Lclick,-0.005071177844347218
move_dist,pause_dur,-0.005121853544994991
pause_rate,move_dist,-0.00512185354616531
move_dist,AU12_LipCornerPuller,-0.0053958674562676195
AU9_NoseWringler,AU45_BlinkInt,-0.005762045591883537
AU1_InnerBrowRaiser,scroll_dur,-0.006503990862423971
AU2_OuterBrowRaiser,backsp_dur,-0.006864496009072262
backsp_dur,move_speed,-0.007108611511721206
move_duration,AU23_LipTightener,-0.007377795411450754
duration,headOrient_z,-0.007458928792688857
AU26_JawDrop,gazeUp,-0.007578775944439953
headOrient_z,pause_rate,-0.008020776487081516
headOrient_z,pause_dur,-0.008020776487501848
AU15_LipCornerDepressonr,scroll_dur,-0.008024020944497142
scroll_dur,gazeLeft,-0.008326437293095042
AU5_UpperLipRaiser,AU7_LidTightener,-0.008397907416468503
duration,move_dist,-0.008414236617332925
AU5_UpperLipRaiser,Rclick,-0.008495561086582771
Rclick,AU1_InnerBrowRaiser,-0.008932427461024324
AU5_UpperLipRaiser,backsp_dur,-0.0091673658300149
AU14_Dimpler,backsp_dur,-0.009243584051241883
AU5_UpperLipRaiser,scroll_dur,-0.010150961109862177
AU26_JawDrop,move_duration,-0.010157263524607524
AU23_LipTightener,AU45_BlinkInt,-0.010506069761314544
AU4_BrowLowerer,AU17_ChinRaiser,-0.010507013166605222
scroll_dur,AU26_JawDrop,-0.010699528791879794
AUc28_LipSuck,headOrient_z,-0.010859484556751202
headOrient_z,backsp_dur,-0.010929437812558809
move_duration,AU25_LipsPart,-0.011028610067408231
move_duration,gazeUp,-0.011279778300318304
Lclick,AU12_LipCornerPuller,-0.011434466846545546
headOrient_z,Rclick,-0.011479365683361532
gazeLeft,AU2_OuterBrowRaiser,-0.011672236244547878
AUc45_BlinkRate,pause_rate,-0.01172748345708346
AUc45_BlinkRate,pause_dur,-0.0117274834610679
AU45_BlinkInt,gazeUp,-0.012002489804082552
move_duration,AUc28_LipSuck,-0.012129679542864981
AU45_BlinkInt,AU7_LidTightener,-0.012565441030257212
AU15_LipCornerDepressonr,move_duration,-0.013274235038164038
move_duration,AU9_NoseWringler,-0.013821254088522318
duration,AU5_UpperLipRaiser,-0.014169853000044917
duration,move_speed,-0.014713991280626343
AU2_OuterBrowRaiser,AU7_LidTightener,-0.014744311244405891
Rclick,gazeLeft,-0.014745180034938316
AU20_LipStretcher,scroll_dur,-0.014874389484489277
scroll_dur,gazeUp,-0.01508177645126168
AU6_CheekRaiser,headOrient_z,-0.015102531952524773
headOrient_z,scroll_dur,-0.015502684994790692
AU12_LipCornerPuller,gazeRight,-0.015832826126836317
AU20_LipStretcher,gazeLeft,-0.015935153380066607
pause_dur,AU14_Dimpler,-0.016040766870642327
pause_rate,AU14_Dimpler,-0.01604076687506618
duration,backsp_dur,-0.016970748488318758
move_duration,AU20_LipStretcher,-0.017011867943767026
Rclick,AU2_OuterBrowRaiser,-0.01705289323222815
AU25_LipsPart,AU45_BlinkInt,-0.017255266786573898
AU7_LidTightener,AUc28_LipSuck,-0.017672345157455322
AU5_UpperLipRaiser,backsp,-0.017761127502137403
move_dist,press_dur,-0.018526012192199477
headOrient_z,gazeLeft,-0.018613125951662896
backsp,gazeLeft,-0.018694105042608482
AUc45_BlinkRate,Rclick,-0.01941405072273826
move_duration,pause_rate,-0.01981996793759227
pause_dur,move_duration,-0.01981996793771042
gazeUp,Rclick,-0.019918206520790308
headOrient_z,AU7_LidTightener,-0.020309192434658323
move_dist,backsp_dur,-0.020849220347811222
backsp_dur,AU45_BlinkInt,-0.021785609318893225
gazeUp,AU12_LipCornerPuller,-0.022491488682574477
headOrient_z,AU10_UpperLipRaiser,-0.02257130323421537
gazeRight,move_dist,-0.022668057113961606
headOrient_z,AU15_LipCornerDepressonr,-0.02269373067926138
duration,gazeDown,-0.022694247625249363
AU10_UpperLipRaiser,gazeUp,-0.022769468638928075
backsp_dur,move_duration,-0.022771846317844836
move_duration,AU5_UpperLipRaiser,-0.022797482758335826
backsp_dur,AU10_UpperLipRaiser,-0.023176825896397312
AU45_BlinkInt,duration,-0.023285484699115715
AU12_LipCornerPuller,headOrient_z,-0.02337588686305757
headOrient_z,AU5_UpperLipRaiser,-0.023660936129535726
headOrient_z,AU2_OuterBrowRaiser,-0.02376936286394457
gazeUp,AU5_UpperLipRaiser,-0.023931542921117693
AUc45_BlinkRate,AU2_OuterBrowRaiser,-0.024277023172245938
AU9_NoseWringler,headOrient_z,-0.024301322180114448
pause_rate,AU2_OuterBrowRaiser,-0.02433756722185998
pause_dur,AU2_OuterBrowRaiser,-0.02433756722334529
Lclick,AU6_CheekRaiser,-0.024479650180742534
AU7_LidTightener,pause_dur,-0.024656047368306323
AU7_LidTightener,pause_rate,-0.02465604736848138
AU4_BrowLowerer,press_dur,-0.024923088420934877
gazeLeft,AU12_LipCornerPuller,-0.024951956909235917
headOrient_z,press_dur,-0.025238115375683625
AU23_LipTightener,AU7_LidTightener,-0.025640074247846412
AUc28_LipSuck,gazeCenter,-0.025657767926516813
move_duration,AU2_OuterBrowRaiser,-0.025801773023632887
AU20_LipStretcher,AU4_BrowLowerer,-0.025923293405436525
AU1_InnerBrowRaiser,move_duration,-0.026173604407291908
AUc45_BlinkRate,backsp,-0.02642112995109842
gazeRight,AUc28_LipSuck,-0.026659867341779345
press_dur,scroll_dur,-0.02679331117859298
AU7_LidTightener,move_speed,-0.02732442896021968
headOrient_z,Lclick,-0.027346581048614024
AU20_LipStretcher,headOrient_z,-0.02735602483031236
AU23_LipTightener,headOrient_z,-0.028159510615142644
AU4_BrowLowerer,headOrient_z,-0.0290145114660433
AU17_ChinRaiser,AU7_LidTightener,-0.030565588426177518
scroll_dur,gazeCenter,-0.030646729277973996
headOrient_z,AU1_InnerBrowRaiser,-0.03096894862453897
AU23_LipTightener,backsp,-0.03124865980648638
Rclick,move_dist,-0.032131203102740986
headOrient_z,gazeRight,-0.03238631403401411
AU7_LidTightener,gazeUp,-0.03270813511107945
move_duration,Rclick,-0.03372790016711902
AU45_BlinkInt,move_dist,-0.033905889608270394
AUc45_BlinkRate,Lclick,-0.03418672247738973
AUc28_LipSuck,AU10_UpperLipRaiser,-0.0352517974337402
AU7_LidTightener,backsp_dur,-0.035311667570419716
AU45_BlinkInt,AU6_CheekRaiser,-0.035413373602796616
gazeLeft,duration,-0.035992690203247475
AU45_BlinkInt,move_speed,-0.03642940307128035
headOrient_z,AU14_Dimpler,-0.036860286464597665
AU26_JawDrop,gazeLeft,-0.037161288701083595
press_dur,AU7_LidTightener,-0.03733368936620828
gazeDown,AU25_LipsPart,-0.03735461151764417
Lclick,AU2_OuterBrowRaiser,-0.037454842588709104
headOrient_z,AU17_ChinRaiser,-0.03800543043024542
AU14_Dimpler,Rclick,-0.038021463556983166
gazeLeft,AU25_LipsPart,-0.038410619574332804
headOrient_z,AU45_BlinkInt,-0.03922214693653088
move_dist,AU9_NoseWringler,-0.03922842928365556
scroll_dur,AUc45_BlinkRate,-0.039577611078833376
move_speed,gazeRight,-0.03972860688613747
AU14_Dimpler,press_dur,-0.0399797533006215
AU25_LipsPart,headOrient_z,-0.04006394767101978
AU17_ChinRaiser,move_duration,-0.040179298364499294
headOrient_z,move_dist,-0.04127941571431741
headOrient_z,move_speed,-0.04171902934749119
keyPress,AU1_InnerBrowRaiser,-0.04213499878638125
AU4_BrowLowerer,AU26_JawDrop,-0.04317009240014867
AUc28_LipSuck,AUc45_BlinkRate,-0.04398662028134016
move_speed,AU9_NoseWringler,-0.04483031031862197
AU12_LipCornerPuller,move_duration,-0.04490366395292924
backsp,gazeUp,-0.044970615211039816
Rclick,move_speed,-0.045704589398406555
press_dur,move_duration,-0.04628886199207788
AU26_JawDrop,headOrient_z,-0.046455492821823756
AU20_LipStretcher,AU14_Dimpler,-0.048110968658514525
duration,Rclick,-0.04840959594140972
gazeRight,move_duration,-0.04931829625100389
gazeUp,AU4_BrowLowerer,-0.049887786431881485
Rclick,AU12_LipCornerPuller,-0.04999045622861041
headOrient_z,AUc45_BlinkRate,-0.05033779087744248
gazeCenter,move_duration,-0.05331110634784879
Rclick,AU4_BrowLowerer,-0.05447995215633372
backsp_dur,AU4_BrowLowerer,-0.054560707796988024
AU4_BrowLowerer,move_dist,-0.05585027250870776
pause_rate,scroll_dur,-0.05600213959795261
pause_dur,scroll_dur,-0.056002139605615286
keyPress,headOrient_x,-0.05688533816416185
keyPress,headOrient_y,-0.05719182000018926
gazeLeft,AU15_LipCornerDepressonr,-0.057449346079826435
AU45_BlinkInt,AU5_UpperLipRaiser,-0.057468793638748274
move_duration,AU14_Dimpler,-0.05920895956338564
Rclick,AU10_UpperLipRaiser,-0.06129219314301782
AU45_BlinkInt,AU26_JawDrop,-0.06258153765133603
gazeCenter,AU2_OuterBrowRaiser,-0.06262016760468703
AU4_BrowLowerer,gazeLeft,-0.0626744124479518
AU7_LidTightener,AU1_InnerBrowRaiser,-0.06302087848151451
gazeDown,headOrient_z,-0.06393808699021082
gazeCenter,AU9_NoseWringler,-0.06566053367936196
AU4_BrowLowerer,AU15_LipCornerDepressonr,-0.06622627299203981
AU4_BrowLowerer,gazeDown,-0.06626855498473215
Rclick,AU45_BlinkInt,-0.06627970711902965
gazeUp,AU14_Dimpler,-0.06854047361032646
Lclick,duration,-0.06870290664947382
AU10_UpperLipRaiser,move_duration,-0.0687573846920598
AU10_UpperLipRaiser,AU7_LidTightener,-0.06938809394402427
AUc45_BlinkRate,AU23_LipTightener,-0.07102202270332497
gazeCenter,AU5_UpperLipRaiser,-0.07307534403316397
gazeCenter,AU6_CheekRaiser,-0.07436981082171941
gazeCenter,move_speed,-0.07535281601189471
backsp,AU12_LipCornerPuller,-0.07667458450482893
AU4_BrowLowerer,AU9_NoseWringler,-0.0790988318467056
AU26_JawDrop,gazeCenter,-0.07964945888847656
gazeCenter,Rclick,-0.07987689754159047
AU4_BrowLowerer,move_speed,-0.08207332253488311
headOrient_y,gazeCenter,-0.0853189934216966
gazeCenter,AU1_InnerBrowRaiser,-0.08550097750213315
gazeCenter,headOrient_x,-0.08595966747608458
AU45_BlinkInt,pause_dur,-0.08677276047098925
pause_rate,AU45_BlinkInt,-0.0867727604723612
keyPress,AU4_BrowLowerer,-0.08678421941375505
move_duration,move_dist,-0.0880852013227588
AU14_Dimpler,move_speed,-0.08824541836208084
gazeDown,AU20_LipStretcher,-0.08984912594582593
gazeDown,pause_dur,-0.09032706795121055
pause_rate,gazeDown,-0.09032706795612035
AU14_Dimpler,AU15_LipCornerDepressonr,-0.09337901265619206
Lclick,AU7_LidTightener,-0.10095526366124297
backsp,AU6_CheekRaiser,-0.10137383926263047
scroll_dur,move_dist,-0.1017706445353312
AU7_LidTightener,gazeRight,-0.1030236656404152
AU5_UpperLipRaiser,AUc45_BlinkRate,-0.10338436390583249
scroll_dur,move_speed,-0.10949064858483912
gazeDown,AU12_LipCornerPuller,-0.11061942010269045
backsp,Rclick,-0.11328987883288938
AUc45_BlinkRate,gazeCenter,-0.11417644642137204
keyPress,duration,-0.11499161858041909
AU4_BrowLowerer,AU23_LipTightener,-0.11529456197021243
gazeCenter,AU23_LipTightener,-0.11643837673754973
AU10_UpperLipRaiser,move_speed,-0.11718061529113949
move_dist,gazeCenter,-0.1175072846919404
gazeLeft,AU17_ChinRaiser,-0.11800492818825194
AU9_NoseWringler,keyPress,-0.12016513514550489
AU45_BlinkInt,AU17_ChinRaiser,-0.1232825222250468
Lclick,move_duration,-0.12365380322157793
move_speed,move_duration,-0.12661029417450595
move_dist,AU14_Dimpler,-0.12860754860902807
keyPress,AUc28_LipSuck,-0.1297774284106678
AU45_BlinkInt,AUc28_LipSuck,-0.13172280538732986
press_dur,AU45_BlinkInt,-0.13579930214329963
Lclick,AU45_BlinkInt,-0.13598517766473586
AU20_LipStretcher,AU45_BlinkInt,-0.1369369255030225
AU6_CheekRaiser,AU4_BrowLowerer,-0.13768411057795915
Lclick,scroll_dur,-0.14318300771443854
gazeLeft,AU10_UpperLipRaiser,-0.14597869099087385
gazeRight,backsp,-0.1479088166794816
AU10_UpperLipRaiser,move_dist,-0.14897339318761552
gazeCenter,AU45_BlinkInt,-0.15241378185101878
AU45_BlinkInt,AU15_LipCornerDepressonr,-0.16245046576412925
gazeUp,gazeDown,-0.16406283962433524
AU15_LipCornerDepressonr,gazeDown,-0.17240521444844745
Lclick,gazeDown,-0.17338604109413167
AU7_LidTightener,AU14_Dimpler,-0.17517584412914
AU7_LidTightener,gazeCenter,-0.17715701648854787
AU14_Dimpler,gazeLeft,-0.17887605817304753
press_dur,gazeDown,-0.17988282228015512
gazeCenter,gazeLeft,-0.1815144330161104
AU26_JawDrop,keyPress,-0.19211833995406608
gazeDown,AU17_ChinRaiser,-0.20425266843724274
keyPress,backsp_dur,-0.2165093600981303
backsp,AU10_UpperLipRaiser,-0.22528266818998943
keyPress,AU15_LipCornerDepressonr,-0.23256754639623797
keyPress,AU25_LipsPart,-0.23486221917824296
AU20_LipStretcher,keyPress,-0.24992309424083659
backsp,AU17_ChinRaiser,-0.2568453773755407
backsp,gazeCenter,-0.26227377561637893
keyPress,pause_dur,-0.29751654614141293
backsp,pause_rate,-0.29751654615132106
AU10_UpperLipRaiser,gazeDown,-0.41334020440404584
gazeRight,gazeLeft,-0.44701517904133947
backsp,Lclick,-0.4904157201336762
keyPress,press_dur,-0.6407996834279767
gazeCenter,gazeDown,-0.7971991950351929
headOrient_z,headOrient_y,-0.9999988006476568
headOrient_z,headOrient_x,-0.999999875953034
